Review,Size,Comfort,Features,star_rating
,[],Mesh Lace-up Pull tabs,"Casual navy sneaker for men has mesh details that keeps the shoe ventilated and tight knit collars that gives a compression like fit. The cushioned tongue protects feet from lacing pressure, pull tabs help in wearing and removing the shoe easily and the molded midsole protects feet from shocks and provides apt cushioning. Outsole on the shoes has lugs on it that provides grip and stability to the sneakers.
Product Features:
Mesh
Lace-up
Pull tabs",
,[],"Trendy round toe lace-loop sneakers crafted out of suede linen. Designed to provide support and stability the Rubber sole offers a moderate tread on multiple surfaces providing an all-day comfort and support. The shoe also features PU foam insole padding that provides cushioning and stability to the foot. There is woodland branding on the sides of shoes.
Product features: Rubber Sole PU foam Insole","Trendy round toe lace-loop sneakers crafted out of suede linen. Designed to provide support and stability the Rubber sole offers a moderate tread on multiple surfaces providing an all-day comfort and support. The shoe also features PU foam insole padding that provides cushioning and stability to the foot. There is woodland branding on the sides of shoes.
Product features:
Rubber Sole
PU foam Insole",
,"['41', '42', '43']",Trendy and tough pair of floater sandals with a smooth nubuck upper and a contrasting toe grip and detachable back support along with Hook & Loop strap closure for a comfort fit. The thick rugged rubber sole gives it a firm gripping on all surfaces. The padded nubuck foot-bed comforts foot all day long.,Trendy and tough pair of floater sandals with a smooth nubuck upper and a contrasting toe grip and detachable back support along with Hook & Loop strap closure for a comfort fit. The thick rugged rubber sole gives it a firm gripping on all surfaces. The padded nubuck foot-bed comforts foot all day long.,
,"['36', '37', '38', '39', '40', '41']",Mesh,"This mid-top sneaker stands out with colourful wavy pattern that wraps around the lacing. The green/orange sports shoe for women features a mesh upper that keeps the shoe ventilated, chunky contoured outsole that distributes weight evenly, and padded collar and tongue. The lace-up sneaker is the ideal all-activity shoes that also adds a pop of colour to your everyday casual outfits.
Material :-
Mesh",
,"['40', '41', '42', '43', '44', '45']",Leather Rubber Sole Insole,"Engineered from soft luxurious leather these navy slip-on loafers are set on a low stacked heel and feature a penny loafer detail. The square-toe classic silhouette shoe has a rubber sole with a moderate tread on it and insole that makes for a cushioned foot bed. The relaxed fit loafers can also be paired with business outfits apart from a casual day out.
Product Features:
Leather
Rubber Sole
Insole",
,"['39', '40', '41', '42', '43', '44']",,"These classic pair of white casual sneakers from Woodland are a must have. The shoes are created using highly durable leather in softy ndm finish. The shoes have an overall solid colour and lace loop details. The light weight and abrasion resistant TPU/PU sole offers superior comfort and flexibility to feet the sole has moderate tread making it ideal for city walks.
Product features:
TPR sole
Light weight",
,['45'],PU EVA Sole Mesh Foam Insole,"Boasting a trendy aesthetic, the navy sports shoe from Wood sports is ideal for gym to outdoor runs. The PU and mesh upper keeps the shoes ventilated and breathable, while the EVA sole and mesh foam insole offer unrivalled comfort. The lace-up sneaker also features padding on collar and tongue, arched heel, rear pull tab, and is finished with Wood sports branding on tongue.
Material :-
PU
EVA Sole
Mesh Foam Insole",
,"['39', '40', '41']",TPU/PU sole Lightweight,"Brown casual low ankle sneakers in premium quality nubuck leather in oily matt finish with lace-loop details giving it a vey trendy look. The durable TPU/PU sole has moderate tread making the casual shoes perfect for long walks through cities, parks and airports.
Product Features:
TPU/PU sole
Lightweight",
,"['36', '37', '38', '39', '40']",Leather Flats Round toe-cap,"Versatile beige colour flat shoes for women fashioned from premium leather feature a round cap-toe, a diamond quilt pattern and subtle buckle detail on toes. The lightweight flats are easy to slip into and comfortable for long day wear.
Product Features:
Leather
Flats
Round toe-cap",
,[],,A pair of beige sandals with wedge heels. The sandals are made out of superior quality in a regular slip-on styling with ankle straps.,
,[],Suede Rubber Outsole Leather Insole,"A classic mid-cut sneaker in suede upper and a solid and flexible rubber outsole pairs perfectly with casual everyday outfits. The color block detail and embossed Woodland branding add character to this DUBAI_KHAKI casual shoes for men.
Material :-
Suede
Rubber Outsole
Leather Insole",
,"['39', '40', '41', '42', '43', '44', '45']",Suede,"Elastic side goring panels create a comfortable fit for a timeless Chelsea boot set on a low stacked heel. Crafted from soft suede the olive Chelsea boot is finished with a rear pull-tab and tonal stitch on upper.
Material :-
Suede",
,"['39', '40', '41', '42', '43', '44', '45']",TPU/PU sole Comfort insole,"Brown chukka shoes created using suede are a must have from Woodland. An overall solid color and Woodland branding on sides adds texture to the shoes. The light weight and abrasion resistant TPU/PU sole offers superior comfort and flexibility to feet. A layer of insole provides cushioning to feet for long lasting comfort.
Product features:
TPU/PU sole
Comfort insole",
,"['42', '43', '44']","Olive green heavy duty high ankle trekking shoes in a rugged look in lace-loops and crafted out of wear resistant Nubuck upper. The rubber sole has deep lugs running in different directions that provides an excellent traction on rough terrains and is an ideal pair for expeditions. It is a tough shoe for traveling over steep, rocky terrains with high level of comfort provided by the rubberised foam insole sheet. The shoe also features a cushioned collar support that helps foot movement
Product features: Rubber sole Cushioned collar support Rust free eyelets.","Olive green heavy duty high ankle trekking shoes in a rugged look in lace-loops and crafted out of wear resistant Nubuck upper. The rubber sole has deep lugs running in different directions that provides an excellent traction on rough terrains and is an ideal pair for expeditions. It is a tough shoe for traveling over steep, rocky terrains with high level of comfort provided by the rubberised foam insole sheet. The shoe also features a cushioned collar support that helps foot movement
Product features:
Rubber sole
Cushioned collar support
Rust free eyelets.",
,"['39', '40']",,Trendy pair of dbeige round toe casual shoes made out of premium quality leather. Lightweight and durable TPU/PU sole with moderate traction is ideal for walks through cities and parks.,
,"['40', '41', '43', '44', '45']",Nubuck Rubber sole Hook & Loop closure,"An outdoor sandal that is lightweight and offers a secure it, crafted from long lasting muster nubuck and comes in khaki colour. The sandal comes in a open-toe silhouette and the rubber outsole offer superior grip. Also present on the sandal is Hook & Loop closure that provides a secure fit.
Product Details:
Nubuck
Rubber sole
Hook & Loop closure",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Streamlined design defines this brown Chelsea boot for men crafted from premium leather. The smart Chelsea boot is outfitted with rear pull tab and side elastic goring's and is set on low stacked heel.
Material :-
Leather",
,"['39', '40']",,Graceful jade ankle strap sandals with buckle closure and high heels will give you that leg-lengthening look that will add to the glamour.,
,"['39', '40', '41', '42', '43', '44']","Sturdy pair of mid ankle outdoor activity shoes in camel colour crafted out of wear resistant nubuck. The shoes have lace loop details and a cushiony tongue that helps prevent pressure points from lacing. The grippy rubber outsole has deep lugs giving the shoes good grip on surfaces. The shoe also features full insole padding and a cushioned collar that provides a firm and supportive wrap comfort around ankles.
Product Features: Full insole Rubber sole Cushioned collar","Sturdy pair of mid ankle outdoor activity shoes in camel colour crafted out of wear resistant nubuck. The shoes have lace loop details and a cushiony tongue that helps prevent pressure points from lacing. The grippy rubber outsole has deep lugs giving the shoes good grip on surfaces. The shoe also features full insole padding and a cushioned collar that provides a firm and supportive wrap comfort around ankles.
Product Features:
Full insole
Rubber sole
Cushioned collar",
